date,p,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,dividend growth,dividend yield,u
1872.01,4.86,0.26,0.4,12.65,1872.04,5.36,89.8,4.86,7.44,NA,0.548,0.054176955,5.99
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,90.16,4.93,7.48,NA,0.557,0.054651639,6.07
1872.03,5.04,0.27,0.41,12.84,1872.21,5.4,91.74,4.91,7.42,NA,0.534,0.053571429,6.14
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,92.24,4.87,7.3,NA,0.528,0.052760618,6.22
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,92.24,4.93,7.35,NA,0.537,0.053416988,6.3
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,92.02,5.02,7.44,NA,0.515,0.054580897,6.37
1872.07,5.1,0.28,0.42,12.84,1872.54,5.47,92.83,5.16,7.6,NA,0.509,0.05554902,6.45
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,91.07,5.18,7.59,NA,0.518,0.056884921,6.52
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,88.79,5.2,7.58,NA,0.497,0.058585859,6.6
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,91.14,5.38,7.79,NA,0.491,0.059014085,6.67
1872.11,4.95,0.3,0.43,13.13,1872.88,5.54,88.14,5.28,7.61,NA,0.501,0.059939394,6.75
1872.12,5.07,0.3,0.43,12.94,1872.96,5.56,91.61,5.42,7.77,NA,0.48,0.059171598,6.83
1873.01,5.11,0.3,0.43,12.94,1873.04,5.58,92.33,5.47,7.81,NA,0.36,0.059197652,6.88
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,91.05,5.39,7.69,NA,0.357,0.059223301,6.94
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,90.34,5.44,7.73,NA,0.355,0.060176125,7
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,89.1,5.48,7.78,NA,0.352,0.061507937,7.05
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,91.25,5.65,8,NA,0.349,0.061881188,7.11
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,92.71,5.86,8.28,NA,0.346,0.063253012,7.17
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,92.52,5.91,8.33,NA,0.343,0.0638833,7.22
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,92.52,5.96,8.38,NA,0.341,0.064386318,7.28
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,85.45,6,8.42,NA,0.338,0.070261438,7.34
1873.1,4.19,0.33,0.46,12.27,1873.79,5.5,79.82,6.19,8.67,NA,0.335,0.077565632,7.39
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,79.42,6.44,8.99,NA,0.333,0.081064356,7.45
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,84.86,6.34,8.83,NA,0.33,0.074660633,7.51
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,88.09,6.24,8.7,NA,0,0.070815451,7.51
1874.02,4.8,0.33,0.46,12.37,1874.13,5.44,90.73,6.24,8.7,NA,0,0.06875,7.51
1874.03,4.73,0.33,0.46,12.37,1874.21,5.4,89.41,6.24,8.7,NA,0,0.069767442,7.51
1874.04,4.6,0.33,0.46,12.18,1874.29,5.37,88.31,6.34,8.83,NA,0,0.07173913,7.51
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,86.69,6.39,8.9,NA,0,0.073660714,7.51
1874.06,4.46,0.33,0.46,11.8,1874.46,5.3,88.39,6.54,9.12,NA,0,0.073991031,7.51
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,87.68,6.49,9.04,NA,0,0.073991031,7.51
1874.08,4.47,0.33,0.46,11.8,1874.63,5.24,88.58,6.54,9.12,NA,0,0.073825503,7.51
1874.09,4.54,0.33,0.46,11.8,1874.71,5.2,89.97,6.54,9.12,NA,0,0.072687225,7.51
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,91.25,6.65,9.27,NA,0,0.072847682,7.51
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,92.81,6.7,9.34,NA,0,0.072210066,7.51
1874.12,4.54,0.33,0.46,11.51,1874.96,5.1,92.2,6.7,9.34,NA,0,0.072687225,7.51
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,92.2,6.65,9.17,NA,-0.33,0.072136564,7.45
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,92,6.6,9,NA,-0.333,0.071743929,7.39
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,93.22,6.55,8.83,NA,-0.335,0.070261438,7.34
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,93.66,6.45,8.59,NA,-0.338,0.068817204,7.28
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,92.31,6.56,8.64,NA,-0.341,0.071029083,7.22
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,91.99,6.62,8.61,NA,-0.343,0.071917808,7.17
1875.07,4.39,0.31,0.4,11.13,1875.54,4.83,92.2,6.56,8.44,NA,-0.346,0.07118451,7.11
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,91.84,6.46,8.19,NA,-0.349,0.070294785,7.05
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,91.78,6.46,8.09,NA,-0.352,0.070366133,7
1875.1,4.3,0.31,0.38,11.13,1875.79,4.71,90.31,6.41,7.91,NA,-0.355,0.070930233,6.94
1875.11,4.37,0.3,0.37,11.04,1875.88,4.67,92.57,6.41,7.8,NA,-0.357,0.069221968,6.88
1875.12,4.37,0.3,0.36,10.94,1875.96,4.63,93.38,6.41,7.69,NA,-0.36,0.068649886,6.83
1876.01,4.46,0.3,0.35,10.85,1876.04,4.59,96.14,6.47,7.62,NA,0,0.067264574,6.83
1876.02,4.52,0.3,0.35,10.85,1876.13,4.58,97.43,6.47,7.47,NA,0,0.066371681,6.83
1876.03,4.51,0.3,0.34,10.85,1876.21,4.57,97.22,6.47,7.33,NA,0,0.066518847,6.83
1876.04,4.34,0.3,0.33,10.75,1876.29,4.56,94.38,6.52,7.25,NA,0,0.069124424,6.83
1876.05,4.18,0.3,0.33,10.37,1876.38,4.54,94.24,6.76,7.37,NA,0,0.071770335,6.83
1876.06,4.15,0.3,0.32,10.09,1876.46,4.53,96.21,6.95,7.42,NA,0,0.072289157,6.83
1876.07,4.1,0.3,0.31,10.09,1876.54,4.52,95.05,6.95,7.26,NA,0,0.073170732,6.83
1876.08,3.93,0.3,0.31,10.18,1876.62,4.51,90.26,6.89,7.04,NA,0,0.076335878,6.83
1876.09,3.69,0.3,0.3,10.28,1876.71,4.5,83.96,6.83,6.83,NA,0,0.081300813,6.83
1876.1,3.67,0.3,0.29,10.47,1876.79,4.49,81.99,6.7,6.55,NA,0,0.081743869,6.83
1876.11,3.6,0.3,0.29,10.56,1876.87,4.47,79.7,6.64,6.35,NA,0,0.083333333,6.83
1876.12,3.58,0.3,0.28,10.75,1876.96,4.46,77.85,6.52,6.09,NA,0,0.083798883,6.83
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,75.86,6.21,6.02,NA,-1.353,0.081915493,6.62
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,73.28,6.18,6.22,NA,-1.381,0.084341317,6.41
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,72.8,6.26,6.55,NA,-1.442,0.085962145,6.2
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,65.68,5.88,6.4,NA,-1.492,0.089557823,5.99
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,64.51,5.58,6.33,NA,-1.528,0.086462585,5.78
1877.06,2.73,0.25,0.29,10.09,1877.46,4.4,63.29,5.68,6.72,NA,-1.601,0.08974359,5.57
1877.07,2.85,0.24,0.29,10.18,1877.54,4.4,65.45,5.42,6.7,NA,-1.662,0.082736842,5.36
1877.08,3.05,0.23,0.29,9.8,1877.62,4.39,72.77,5.41,7,NA,-1.709,0.074327869,5.16
1877.09,3.24,0.22,0.3,9.7,1877.71,4.38,78.06,5.24,7.11,NA,-1.799,0.06712963,4.95
1877.1,3.31,0.21,0.3,9.7,1877.79,4.37,79.74,5.02,7.15,NA,-1.877,0.062930514,4.74
1877.11,3.26,0.2,0.3,9.51,1877.87,4.36,80.11,4.9,7.33,NA,-1.94,0.061104294,4.53
1877.12,3.25,0.19,0.3,9.51,1877.96,4.35,79.86,4.67,7.37,NA,-2.054,0.058461538,4.32
1878.01,3.25,0.19,0.3,9.23,1878.04,4.34,82.33,4.79,7.62,NA,-0.183,0.058215385,4.3
1878.02,3.18,0.19,0.3,9.13,1878.12,4.33,81.4,4.82,7.72,NA,-0.207,0.059213836,4.28
1878.03,3.24,0.19,0.3,8.94,1878.21,4.32,84.7,4.9,7.91,NA,-0.185,0.05787037,4.27
1878.04,3.33,0.19,0.3,8.85,1878.29,4.31,87.99,4.93,8.01,NA,-0.186,0.056066066,4.25
1878.05,3.34,0.19,0.3,8.56,1878.37,4.3,91.2,5.07,8.31,NA,-0.21,0.055628743,4.23
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,95.22,5.17,8.52,NA,-0.187,0.054252199,4.21
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,96.09,5.09,8.44,NA,-0.188,0.052931034,4.19
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,94.2,5,8.37,NA,-0.213,0.053130435,4.17
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,96.11,4.98,8.4,NA,-0.19,0.051846591,4.15
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,96.09,5.02,8.51,NA,-0.191,0.052212644,4.13
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,96.9,5.05,8.63,NA,-0.216,0.052103746,4.11
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,98.58,5.14,8.86,NA,-0.193,0.052173913,4.1
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,101.12,5.13,8.92,NA,0.408,0.05075419,4.13
1879.02,3.71,0.18,0.32,8.37,1879.12,4.2,103.6,5.12,8.98,NA,0.381,0.049407008,4.17
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,103.1,5.23,9.25,NA,0.401,0.050684932,4.21
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,107.72,5.33,9.52,NA,0.397,0.049522546,4.25
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,112.58,5.38,9.69,NA,0.371,0.047791878,4.28
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,114.48,5.49,9.97,NA,0.39,0.047979798,4.32
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,115.44,5.48,10.02,NA,0.387,0.047450495,4.36
1879.08,4.07,0.19,0.36,8.18,1879.62,4.1,116.3,5.52,10.19,NA,0.361,0.047493857,4.4
1879.09,4.22,0.2,0.36,8.47,1879.71,4.09,116.52,5.38,10.01,NA,0.38,0.046208531,4.44
1879.1,4.68,0.2,0.37,8.94,1879.79,4.07,122.35,5.14,9.63,NA,0.377,0.042029915,4.48
1879.11,4.93,0.2,0.37,9.42,1879.87,4.05,122.37,4.92,9.29,NA,0.352,0.040223124,4.51
1879.12,4.92,0.2,0.38,9.7,1879.96,4.04,118.53,4.82,9.15,NA,0.371,0.040650407,4.55
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,119.59,4.8,9.11,NA,1.072,0.040117417,4.66
1880.02,5.2,0.21,0.4,9.99,1880.12,3.99,121.7,4.91,9.32,NA,1.047,0.040384615,4.78
1880.03,5.3,0.22,0.41,10.09,1880.21,3.97,122.87,4.98,9.45,NA,1.022,0.040566038,4.89
1880.04,5.18,0.22,0.42,9.7,1880.29,3.94,124.8,5.3,10.04,NA,0.998,0.042471042,5.01
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,118.4,5.58,10.57,NA,0.976,0.047169811,5.12
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,121.35,5.83,11.02,NA,0.955,0.048016701,5.23
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,126.92,5.95,11.25,NA,0.934,0.046906188,5.35
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,131.48,6.08,11.48,NA,0.914,0.046242775,5.46
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,129.89,6.14,11.6,NA,0.895,0.047297297,5.57
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,133.65,6.27,11.83,NA,0.877,0.046904315,5.69
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,139.25,6.33,11.93,NA,0.86,0.045454545,5.8
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,143.51,6.39,12.04,NA,0.843,0.044520548,5.92
1881.01,6.19,0.27,0.49,9.42,1881.04,3.7,153.65,6.58,12.06,18.47,0.827,0.042810985,6.03
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,151.62,6.63,11.84,18.15,0.812,0.04376013,6.14
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,153.34,6.76,11.73,18.27,0.797,0.044070513,6.26
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,151.34,6.81,11.52,17.95,0.783,0.045016077,6.37
1881.05,6.5,0.29,0.47,9.51,1881.37,3.67,159.73,7,11.53,18.87,0.769,0.043846154,6.48
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,161.69,7.13,11.43,19.03,0.755,0.044072948,6.6
1881.07,6.35,0.3,0.46,9.61,1881.54,3.66,154.5,7.18,11.21,18.12,0.742,0.046456693,6.71
1881.08,6.2,0.3,0.46,9.8,1881.62,3.65,147.92,7.16,10.9,17.29,0.73,0.048387097,6.83
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,143.54,7,10.39,16.72,0.718,0.0488,6.94
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,139.93,7.05,10.2,16.26,0.706,0.050406504,7.05
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,142.16,7.23,10.2,16.48,0.695,0.05088853,7.17
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,138.03,7.35,10.11,15.96,0.684,0.053244592,7.28
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,135.96,7.35,10.09,15.68,0,0.054054054,7.28
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,131.74,7.28,9.97,15.15,0,0.055267703,7.28
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,131.51,7.28,9.95,15.09,0,0.055363322,7.28
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,130.31,7.21,9.85,14.92,0,0.055363322,7.28
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,127.56,7.15,9.74,14.57,0,0.056042032,7.28
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,125.75,7.08,9.63,14.33,0,0.056338028,7.28
1882.07,6,0.32,0.43,10.47,1882.54,3.63,134.04,7.15,9.7,15.24,0,0.053333333,7.28
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,136.82,7.08,9.59,15.53,0,0.051779935,7.28
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,141.98,7.28,9.84,16.08,0,0.051282051,7.28
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,139.4,7.35,9.91,15.76,0,0.052718287,7.28
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,134.69,7.42,9.99,15.19,0,0.055077453,7.28
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,136.68,7.49,10.06,15.38,0,0.054794521,7.28
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,135.97,7.51,10,15.27,0.108,0.055215146,7.3
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,131.68,7.46,9.85,14.76,0.122,0.056637324,7.32
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,134.57,7.55,9.89,15.05,0.108,0.056086957,7.34
1883.04,5.87,0.32,0.42,9.9,1883.29,3.63,138.7,7.64,9.92,15.48,0.108,0.055076661,7.36
1883.05,5.77,0.32,0.42,9.8,1883.37,3.63,137.66,7.73,9.96,15.34,0.121,0.056187175,7.38
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,143.02,7.99,10.2,15.9,0.107,0.055841924,7.39
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,143.68,8.17,10.34,15.95,0.107,0.056858639,7.41
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,137.16,8.19,10.28,15.2,0.12,0.059725777,7.43
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,140.1,8.3,10.32,15.49,0.106,0.059222423,7.45
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,136.3,8.32,10.26,15.05,0.106,0.061022305,7.47
1883.11,5.46,0.33,0.4,9.13,1883.87,3.62,139.76,8.43,10.3,15.41,0.119,0.06029304,7.49
1883.12,5.34,0.33,0.4,9.23,1883.96,3.62,135.28,8.36,10.13,14.9,0.105,0.061797753,7.51
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,131.23,8.32,9.94,14.43,-0.224,0.063378378,7.47
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,134.78,8.28,9.75,14.81,-0.212,0.061409774,7.43
1884.03,5.3,0.33,0.38,9.23,1884.21,3.6,134.27,8.23,9.56,14.74,-0.227,0.061320755,7.39
1884.04,5.06,0.32,0.37,9.04,1884.29,3.6,130.89,8.36,9.57,14.35,-0.228,0.063893281,7.36
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,122.87,8.5,9.58,13.47,-0.215,0.069182796,7.32
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,117.85,8.46,9.38,12.91,-0.23,0.071748879,7.28
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,119.13,8.5,9.28,13.04,-0.231,0.071367713,7.24
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,126.61,8.46,9.08,13.86,-0.219,0.066814346,7.21
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,123.95,8.51,8.98,13.57,-0.234,0.068627451,7.17
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,121.23,8.55,8.87,13.27,-0.235,0.070563063,7.13
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,121.47,8.7,8.87,13.3,-0.222,0.071655172,7.09
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,122.59,8.76,8.76,13.43,-0.238,0.071428571,7.05
1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,119.76,8.59,8.66,13.13,-0.82,0.071745283,6.92
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,122.03,8.33,8.47,13.38,-0.851,0.06826087,6.79
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,125.15,8.36,8.57,13.73,-0.853,0.066780822,6.66
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,123.43,8.1,8.38,13.55,-0.87,0.065606407,6.52
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,124.89,8.12,8.48,13.71,-0.903,0.065,6.39
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,127.31,8.14,8.59,13.98,-0.906,0.063953488,6.26
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,130.47,7.88,8.39,14.33,-0.926,0.060358744,6.12
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,137.79,7.7,8.29,15.13,-0.962,0.055902335,5.99
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,137.67,7.62,8.29,15.12,-0.967,0.055376344,5.86
1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,145.67,7.45,8.19,15.99,-0.989,0.051158537,5.73
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,153.29,7.19,8,16.82,-1.03,0.046908397,5.59
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,148.59,6.86,7.71,16.3,-1.037,0.046153846,5.46
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,152.12,6.97,8.04,16.69,-0.309,0.045826923,5.42
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,155.05,6.92,8.19,17.01,-0.293,0.044660377,5.39
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,153.66,6.96,8.44,16.84,-0.313,0.045279383,5.35
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,153.44,6.99,8.69,16.8,-0.315,0.045566406,5.31
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,154.2,7.12,9.06,16.86,-0.299,0.046155378,5.27
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,163.31,7.15,9.33,17.83,-0.32,0.043809524,5.23
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,163.72,7.01,9.37,17.85,-0.322,0.042833021,5.19
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,162.91,6.88,9.4,17.72,-0.305,0.042216015,5.16
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,167.16,6.83,9.56,18.15,-0.327,0.040834846,5.12
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,171.41,6.77,9.71,18.56,-0.329,0.039522124,5.08
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,175.66,6.73,9.86,18.97,-0.312,0.038290155,5.04
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,169.02,6.59,9.89,18.19,-0.334,0.039007092,5.01
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,163.24,6.51,9.73,17.51,0.491,0.039874552,5.06
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,160.16,6.5,9.68,17.13,0.485,0.040613718,5.12
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,163.92,6.58,9.76,17.47,0.48,0.040123457,5.18
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,167.68,6.65,9.83,17.82,0.475,0.039655172,5.23
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,170.57,6.72,9.9,18.08,0.47,0.03940678,5.29
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,167.63,6.87,10.09,17.71,0.464,0.041012216,5.35
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,165.5,7.03,10.29,17.43,0.46,0.042486583,5.4
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,159.44,7.02,10.24,16.74,0.455,0.044036697,5.46
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,159.28,7.18,10.44,16.68,0.45,0.045074349,5.52
1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,152.12,7.17,10.39,15.88,0.445,0.047115385,5.57
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,153.22,7.16,10.34,15.95,0.441,0.046698113,5.63
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,148.85,7.06,10.17,15.46,0.436,0.04743833,5.69
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,148.28,6.93,9.82,15.36,-0.296,0.046760829,5.65
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,149.14,6.97,9.7,15.42,-0.281,0.046723485,5.61
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,143.49,6.92,9.46,14.81,-0.3,0.048228346,5.57
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,145.73,6.95,9.34,15.02,-0.302,0.047705882,5.54
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,149.47,6.99,9.2,15.39,-0.287,0.046750484,5.5
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,146.56,7.02,9.07,15.08,-0.307,0.047904192,5.46
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,148.6,6.89,8.72,15.28,-0.309,0.046361868,5.42
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,151.78,6.84,8.48,15.6,-0.293,0.045085714,5.39
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,155.54,6.79,8.24,15.99,-0.313,0.043680297,5.35
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,152.87,6.67,7.91,15.72,-0.315,0.043607477,5.31
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,148.01,6.54,7.58,15.22,-0.299,0.044217557,5.27
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,145.18,6.5,7.34,14.95,-0.32,0.044747082,5.23
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,153.29,6.71,7.7,15.8,-0.151,0.043740458,5.21
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,156.92,6.76,7.9,16.19,-0.171,0.043075472,5.19
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,155.53,6.82,8.09,16.07,-0.152,0.043834297,5.18
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,155.23,6.79,8.19,16.05,-0.153,0.043764479,5.16
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,163.41,6.94,8.5,16.92,-0.173,0.042443609,5.14
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,166.18,6.91,8.6,17.22,-0.154,0.041589649,5.12
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,162.8,6.89,8.7,16.89,-0.155,0.042301887,5.1
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,164.95,6.86,8.81,17.13,-0.175,0.041582868,5.08
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,166.86,6.75,8.8,17.35,-0.156,0.040454545,5.06
1889.1,5.4,0.22,0.29,7.71,1889.79,3.43,163.82,6.73,8.9,17.05,-0.156,0.041055556,5.04
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,162.31,6.7,9,16.91,-0.177,0.041271028,5.02
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,159.43,6.59,8.99,16.61,-0.158,0.041353383,5.01
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,165.26,6.76,9.19,17.22,0,0.040892193,5.01
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,163.41,6.76,9.16,17.03,0,0.041353383,5.01
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,162.19,6.76,9.14,16.9,0,0.041666667,5.01
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,165.57,6.76,9.11,17.26,0,0.040816327,5.01
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,170.5,6.67,8.97,17.79,0,0.039145907,5.01
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,169.29,6.67,8.95,17.68,0,0.039426523,5.01
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,168.07,6.67,8.93,17.59,0,0.039711191,5.01
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,158.27,6.44,8.58,16.6,0,0.040665434,5.01
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,153.8,6.36,8.46,16.17,0,0.041353383,5.01
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,146.86,6.36,8.43,15.48,0,0.043307087,5.01
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,139.45,6.51,8.61,14.75,0,0.04670913,5.01
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,136.19,6.51,8.59,14.44,0,0.047826087,5.01
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,145.04,6.59,8.82,15.43,0,0.045454545,5.01
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,145.07,6.51,8.83,15.48,0,0.044897959,5.01
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,140.71,6.44,8.85,15.05,0,0.045738046,5.01
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,143.68,6.36,8.87,15.41,0,0.044265594,5.01
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,144.81,6.44,9.09,15.57,0,0.044444444,5.01
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,145.34,6.59,9.44,15.66,0,0.045360825,5.01
